bookID,title,authors,average_rating,language_code,num_pages,text_reviews_count
601,A Tale of Two Cities,Charles Dickens/Gillen D'Arcy Wood,3.84,en-US,429,88
602,A Tale of Two Cities,Charles Dickens/Simon Schama,3.84,eng,432,9
603,Den of Thieves,James B. Stewart,4.16,en-US,592,216
604,Den of Thieves (Cat Royal  #3),Julia Golding,4.21,eng,416,61
605,Charles Dickens: Four Novels:  Great Expectations  Hard Times  A Christmas Carol  and A Tale of Two Cities,Charles Dickens,4.3,en-US,848,2
606,Bleak House,Charles Dickens/Mary Gaitskill/Hablot Knight Browne,4.01,eng,887,146
607,David Copperfield,Charles Dickens/Gish Jen,3.99,eng,928,17
608,What Jane Austen Ate and Charles Dickens Knew: From Fox Hunting to Whist—the Facts of Daily Life in 19th-Century England,Daniel Pool,3.85,en-US,416,501
609,Charles Dickens,Jane Smiley,3.82,eng,224,81
610,Martin Chuzzlewit,Charles Dickens/Patricia Ingham/Hablot Knight Browne,3.83,eng,830,394
611,Why Is Sex Fun? The Evolution of Human Sexuality (Science Masters),Jared Diamond,3.71,eng,176,278
612,The Third Chimpanzee: The Evolution & Future of the Human Animal,Jared Diamond,4.06,eng,407,1
613,J.K.Rowling,Colleen Sexton,3.84,eng,112,10
614,Harry Potter Schoolbooks Box Set: Two Classic Books from the Library of Hogwarts School of Witchcraft and Wizardry,J.K. Rowling,4.4,eng,240,139
615,J.K. Rowling's Harry Potter Novels: A Reader's Guide,Philip Nel,3.58,eng,96,9
616,Harry Potter and the Half-Blood Prince (Harry Potter  #6),J.K. Rowling,4.57,eng,768,78
617,The Santaroga Barrier,Frank Herbert,3.66,eng,256,85
618,The Dosadi Experiment (ConSentiency Universe  #2),Frank Herbert,3.81,eng,320,150
619,The Eyes of Heisenberg,Frank Herbert,3.43,eng,192,76
620,The Birds (Methuen Drama),Sean O'Brien,2.67,en-GB,96,1
621,The Frogs,Aristophanes/B.B. Rogers,3.8,en-US,88,1
622,Lysistrata,Aristophanes/Jeffrey Henderson,3.85,eng,320,6
623,"Myths of the Underworld Journey: Plato  Aristophanes  and the ""Orphic"" Gold Tablets",Radcliffe G. Edmonds III,3.75,eng,276,0
624,Assembly of Women (Literary Classics),Aristophanes/Robert Mayhew,3.77,en-GB,124,4
625,Comoediae 1: Acharenses/Equites/Nubes/Vespae/Pax/Aves,Aristophanes/F.W. Hall/W.M. Geldart,5,grc,364,0
626,Aristophanes and His Theatre of the Absurd,Paul Anthony Cartledge,3.86,eng,127,1
627,Later Novels and Other Writings: The Lady in the Lake / The Little Sister / The Long Goodbye / Playback / Double Indemnity (screenplay) / Selected Essays and Letters,Raymond Chandler/Frank MacShane,4.47,eng,1076,48
628,Stories and Early Novels: Pulp Stories / The Big Sleep / Farewell  My Lovely / The High Window,Raymond Chandler/Frank MacShane,4.5,eng,1199,66
629,The Lady in the Lake  The Little Sister  The Long Goodbye  Playback (Everyman's Library),Raymond Chandler/Tom Hiney,4.45,eng,1016,11
630,The High Window (Philip Marlowe  #3),Raymond Chandler,4.08,eng,265,570
631,The Simple Art of Murder,Raymond Chandler,4.16,eng,384,162
632,The Big Sleep (Philip Marlowe  #1),Raymond Chandler,4.01,eng,231,4076
633,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,eng,379,1619
634,An Evening of Long Goodbyes,Paul Murray,3.6,eng,448,130
635,The Long Goodbye: Memories of My Father,Patti   Davis,3.82,eng,205,31
636,Ghost In the Shell 2: Innocence: After the Long Goodbye,Masaki Yamada/Yuji Oniki/Carl Gustav Horn,3.97,eng,196,12
637,The Long Goodbye (Philip Marlowe  #6),Raymond Chandler,4.22,eng,2,2
638,Breaking the Spell: Religion as a Natural Phenomenon,Daniel C. Dennett,3.89,eng,448,330
639,Darwin's Dangerous Idea: Evolution and the Meanings of Life,Daniel C. Dennett,4.04,eng,588,235
640,Freedom Evolves,Daniel C. Dennett,3.83,eng,368,88
641,Brainstorms: Philosophical Essays on Mind and Psychology,Daniel C. Dennett,3.95,eng,424,11
642,Kinds of Minds: Towards an Understanding of Consciousness,Daniel C. Dennett,3.82,eng,192,63
643,Leaps of Faith: Science  Miracles & the Search for Supernatural Consolation,Nicholas Humphrey/Daniel C. Dennett,3.61,en-US,244,3
644,Elbow Room: The Varieties of Free Will Worth Wanting,Daniel C. Dennett,3.92,eng,212,37
645,The Mind’s I: Fantasies and Reflections on Self and Soul,Douglas R. Hofstadter/Daniel C. Dennett,4.14,eng,512,92
646,The Illustrated A Brief History of Time,Stephen Hawking,4.17,eng,256,63
647,A Briefer History of Time,Stephen Hawking/Leonard Mlodinow,4.22,eng,176,828
648,The Universe in a Nutshell,Stephen Hawking,4.15,eng,216,645
649,God Created the Integers: The Mathematical Breakthroughs That Changed History,Stephen Hawking,4.07,eng,1160,51
650,Stephen Hawking's Universe: The Cosmos Explained,David Filkin/Stephen Hawking,4.29,eng,304,22
651,The Future of Spacetime,Stephen Hawking/Kip S. Thorne/Igor Novikov/Timothy Ferris/Alan Lightman/Richard     Price,3.94,eng,224,10
652,Stephen Hawking's Universe,John Boslough,4.02,eng,160,30
653,The Nature of Space and Time,Stephen Hawking/Roger Penrose,4.09,eng,152,40
654,The Physics of Star Trek,Lawrence M. Krauss/Stephen Hawking,3.83,eng,188,178
655,Falconry & Hawking,Phillip Glasier,4.31,eng,352,5
656,The World Treasury of Physics  Astronomy & Mathematics from Albert Einstein to Stephen W. Hawking & from Annie Dillard to John Updike,Timothy Ferris,4.13,eng,859,12
657,The Art of Nonfiction: A Guide for Writers and Readers,Ayn Rand/Robert Mayhew/Peter   Schwartz,3.96,en-US,192,39
658,The Journals of Ayn Rand,Ayn Rand/Leonard Peikoff/David Harriman,3.94,eng,752,14
659,The Fountainhead,Ayn Rand/Leonard Peikoff,3.87,eng,704,10063
660,The 36-Hour Day: A Family Guide to Caring for Persons with Alzheimer Disease  Related Dementing Illnesses  and Memory Loss in Later Life,Nancy L. Mace/Peter V. Rabins,4.24,eng,624,6
661,The 3-Hour Diet: On the Go,Jorge Cruise,3.1,en-US,192,2
662,The Last Hours of Ancient Sunlight: The Fate of the World and What We Can Do Before It's Too Late,Thom Hartmann/Joseph Chilton Pearce/Neale Donald Walsch,4.23,en-US,400,136
663,Specimen Days,Michael Cunningham,3.58,eng,336,446
664,A Home at the End of the World,Michael Cunningham,3.91,eng,342,658
665,Blink: The Power of Thinking Without Thinking,Malcolm Gladwell,3.93,en-US,277,355
666,Blink,Ted Dekker,4.17,eng,400,502
667,Blink-182: Tales from Beneath Your Mom,Mark Hoppus/Anne Hoppus/Alex Gaskarth,4.39,eng,112,22
668,The Complete Novels,Jane Austen/Hugh  Thomson,4.55,eng,1103,31
669,The Jane Austen Book Club,Karen Joy Fowler,3.08,eng,288,3535
670,Jane Austen: The Complete Novels,Jane Austen,4.55,eng,1103,24
671,Jane Austen's Letters,Jane Austen/Deirdre Le Faye,4.16,eng,672,69
672,Persuasion,Jane Austen/James Kinsley/Anna Massey/Richard S. Hartmetz/Maurgaux Motin/Deidre Shauna Lynch,4.14,eng,249,11308
673,Tea with Jane Austen,Kim Wilson/Tom Carpenter,3.79,eng,128,108
674,The Old Man and the Sea,Ernest Hemingway/Donald Sutherland,3.77,eng,3,77
675,Cliffs Notes on Hemingway's The Old Man and the Sea,Jeanne Sallade Criswell/Gary Carey,2.83,en-US,80,0
676,Flaubert's Parrot,Julian Barnes,3.66,eng,190,606
677,Flaubert in Egypt: A Sensibility on Tour,Gustave Flaubert/Francis Steegmuller,3.62,eng,230,31
678,A Sentimental Education,Gustave Flaubert/Douglas Parmée,3.83,eng,464,7
679,Three Tales,Gustave Flaubert/Roger Whitehouse/Geoffrey Wall,3.69,eng,110,150
680,Sentimental Education,Gustave Flaubert/Robert Baldick/Geoffrey Wall,3.83,eng,460,388
681,The Family Idiot 5: Gustave Flaubert 1821-1857,Jean-Paul Sartre/Carol Cosman,3.8,en-US,632,1
682,Middlesex,Jeffrey Eugenides,4,eng,529,19548
683,Team of Rivals: The Political Genius of Abraham Lincoln,Doris Kearns Goodwin,4.28,eng,916,6118
684,John Adams,David McCullough,4.06,eng,751,5325
685,The John Adams Reader: Eseential Writings on an American Composer,Thomas May/John   Adams,3.5,eng,455,5
686,The Letters of John and Abigail Adams,Abigail Adams/Frank Shuffelton,4.14,eng,512,28
687,Passionate Sage: The Character and Legacy of John Adams,Joseph J. Ellis,4.05,eng,288,78
688,The Portable John Adams,John  Adams/John Patrick Diggins,4.17,eng,533,0
689,Sex For Dummies,Ruth Westheimer,3.65,eng,432,0
690,Baby Signing For Dummies,Jennifer Watson,3.64,eng,257,9
691,The Feeling Good Handbook,David D. Burns,4,eng,729,124
692,On Death and Dying,Elisabeth Kübler-Ross,4.16,eng,288,10
693,Questions and Answers on Death and Dying: A Companion Volume to On Death and Dying,Elisabeth Kübler-Ross,4.07,eng,192,7
694,The Last Dance: Encountering Death and Dying,Lynne Ann DeSpelder/Albert Lee Strickland,3.77,eng,664,13
695,Mahatma Gandhi and His Myths: Civil Disobedience  Nonviolence  and Satyagraha in the Real World (Plus Why It's Gandhi  Not Ghandi),Mark Shepard,3.62,eng,46,7
696,The Seven Habits of Highly Effective People,Stephen R. Covey,4.1,eng,368,233
697,The 7 Habits of Highly Effective People Personal Workbook,Stephen R. Covey,4.24,eng,192,114
698,Daily Reflections For Highly Effective People: Living the 7 Habits of Highly Successful People Every Day,Stephen R. Covey,3.9,eng,384,26
699,Way of the Peaceful Warrior: A Book That Changes Lives,Dan Millman,4.14,en-US,240,1622
700,Secret of the Peaceful Warrior,Dan Millman/Robert D. San Souci/T. Taylor Bruce,4.15,en-US,32,13
701,It's Not about the Bike: My Journey Back to Life,Lance Armstrong/Sally Jenkins,3.72,eng,294,1833
702,23 Days in July: Inside the Tour de France and Lance Armstrong's Record-Breaking Victory,John Wilcockson/Graham   Watson,3.67,eng,344,26
703,Truman,David McCullough,4.12,eng,1120,1937
704,The Complete Stories of Truman Capote,Truman Capote/Reynolds Price,4.2,eng,320,217
705,Breakfast at Tiffany's: A Short Novel and Three Stories,Truman Capote,3.89,eng,162,699
706,Murder at The Washington Tribune (Capital Crimes  #21),Margaret Truman,3.58,eng,384,78
707,Murder at Ford's Theatre (Capital Crimes  #19),Margaret Truman,3.74,en-US,376,68
708,Other Voices  Other Rooms,Truman Capote,3.8,eng,232,656
709,In Cold Blood,Truman Capote/Scott Brick,4.07,eng,15,133
710,Emergence: The Connected Lives of Ants  Brains  Cities  and Software,Steven Johnson,3.96,en-US,288,200
711,Emergence: Labeled Autistic,Temple Grandin/Margaret M. Scariano,4.07,en-GB,200,154
712,The Emergence of Life on Earth: A Historical and Scientific Overview,Iris Fry,4.02,eng,344,5
713,The Ghost Stories of Edith Wharton,Edith Wharton/Laszlo Kubinyi,3.89,eng,303,182
714,The House of Mirth / The Reef / The Custom of the Country / The Age of Innocence,Edith Wharton/R.W.B. Lewis,4.3,eng,1328,29
715,Collected Stories  1911-1937,Edith Wharton/Maureen Howard,4.25,eng,848,9
716,Novellas and Other Writings: Madame de Treymes / Ethan Frome / Summer / Old New York / The Mother’s Recompense / A Backward Glance,Edith Wharton/Cynthia Griffin Wolff,4.22,eng,1137,9
717,The House of Mirth,Edith Wharton,3.95,eng,272,62
718,Below the Root,Zilpha Keatley Snyder/Alton Raible,4.08,eng,231,9
719,The Witches of Worm,Zilpha Keatley Snyder,3.69,eng,183,12
720,The Deeper Meaning of Liff,Douglas Adams/John Lloyd,3.93,eng,192,85
721,Dirk Gently's Holistic Detective Agency (Dirk Gently #1),Douglas Adams,3.98,eng,6,15
722,The Letters of J.R.R. Tolkien,J.R.R. Tolkien/Humphrey Carpenter/Christopher Tolkien,4.15,eng,502,171
723,The History of the Lord of the Rings (The History of Middle-earth #6-9),J.R.R. Tolkien/Christopher Tolkien,4.38,en-US,1680,3
724,The Languages of Tolkien's Middle-Earth,Ruth S. Noel/J.R.R. Tolkien,3.98,eng,207,74
725,The Lord of the Rings- 3 volumes set (The Lord of the Rings  #1-3),J.R.R. Tolkien,4.5,en-US,1438,9
726,Farmer Giles of Ham,J.R.R. Tolkien/Christina Scull/Wayne G. Hammond,3.85,eng,127,225
727,Tandia,Bryce Courtenay,4.05,eng,905,369
728,Matthew Flinders' Cat,Bryce Courtenay,3.8,eng,611,161
729,Solomon's Song (The Potato Factory  #3),Bryce Courtenay,4.01,eng,671,132
730,An Introduction to Old Norse,E.V. Gordon/A.R. Taylor,4.1,eng,412,7
731,Cold Counsel: Women in Old Norse Literature and Myth,Sarah M.  Anderson/Karen Swenson,3.68,eng,320,2
732,Brave Companions: Portraits in History,David McCullough,3.98,eng,240,482
733,Mornings on Horseback: The Story of an Extraordinary Family  a Vanished Way of Life  and the Unique Child Who Became Theodore Roosevelt,David McCullough,4.12,eng,445,1191
734,John Adams,David McCullough,4.06,en-US,752,285
735,The Johnstown Flood,David McCullough,4.11,eng,302,1199
736,The Path Between the Seas: The Creation of the Panama Canal  1870-1914,David McCullough,4.2,eng,697,1042
737,The Bone Collector (Lincoln Rhyme  #1),Jeffery Deaver,4.19,eng,528,1753
738,The Bone Collector's Son,Paul Yee,3.27,eng,137,19
739,El Coleccionista De Huesos (Lincoln Rhyme  #1),Jeffery Deaver,4.19,spa,640,2
740,Moby Dick,Herman Melville/William Hootkins,3.5,eng,25,17
741,Moby-Dick,Jan Needle/Patrick Benson/Herman Melville,3.71,eng,192,16
742,Moby Dick,Herman Melville/William Hootkins,3.5,eng,6,885
743,Moby-Dick,Herman Melville/Carl F. Hovde,3.5,eng,707,207
744,Herman Melville's Moby-Dick: A Routledge Study Guide and Sourcebook,Michael J. Davey/Duncan Wu,3.61,eng,208,7
745,Moby Dick: or The White Whale (Oxford Illustrated Classics),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,eng,104,5
746,Melville's Moby Dick: An American Nekyia (Studies in Jungian Psychology by Jungian Analysts),Edward F. Edinger,3.93,eng,156,4
747,Moby Dick: Or  the White Whale (Oxford Illustrated Classics Series),Geraldine McCaughrean/Victor G. Ambrus/Herman Melville,3.82,eng,102,0
748,Melville and the politics of identity: From *King Lear* to *Moby-Dick*,Julian Markels,3.33,eng,164,0
749,"Unpainted to the Last: ""Moby Dick"" and Twentieth-century American Art",Elizabeth A. Schultz,4.28,eng,400,1
750,Double Tap (Paul Madriani  #8),Steve Martini,3.92,en-US,401,159
751,The List,Steve Martini,3.96,eng,451,141
752,Witches Abroad (Discworld  #12; Witches #3),Terry Pratchett,4.22,eng,374,1272
753,The Innocents Abroad,Mark Twain/Grover Gardner,3.86,eng,560,693
754,Teaching English Abroad,Susan  Griffith,3.57,eng,576,6
755,Theocritus: Select Poems: Select Poems,Theocritus/Kenneth James Dover,3,grc,395,1
756,The Shield. Catalogue of Women. Other Fragments. (Hesiod II),Hesiod/Glenn W. Most,4.03,eng,434,1
757,Death and the King's Horseman,Wole Soyinka/Simon Gikandi,3.76,en-US,254,30
758,The Time Machine,H.G. Wells/Patrick Parrinder/Steven McLean/Marina Warner,3.89,eng,104,301
759,The Time Machine,H.G. Wells/Cynthia Brantley Johnson/Benjamin Beard,3.89,eng,150,36
760,The Ultimate Time Machine: A Remote Viewer's Perception of Time & Predictions for the New Millennium,Joseph McMoneagle,3.59,en-GB,275,6
761,The Time Machine,H.G. Wells/Melvin Burgess,3.89,eng,123,35
762,The Complete Short Stories,H.G. Wells/John R. Hammond,4.14,eng,864,33
763,Selected Stories,H.G. Wells/Ursula K. Le Guin,3.93,en-US,432,11
764,Tono-Bungay,H.G. Wells/Edward Mendelson/Patrick Parrinder,3.42,eng,414,111
765,The Name of the Rose (Everyman's Library (Cloth)),Umberto Eco,4.12,en-US,560,113
766,In the Name of Jesus: Reflections on Christian Leadership,Henri J.M. Nouwen,4.34,en-US,120,410
767,Blood Done Sign My Name: A True Story,Timothy B. Tyson,4.15,eng,368,403
768,Blindness,José Saramago/Giovanni Pontiero,4.11,eng,326,7778
769,The Gospel According to Jesus Christ,José Saramago/Giovanni Pontiero,4.29,eng,377,107
770,All the Names,José Saramago/Margaret Jull Costa,3.89,eng,245,734
771,The Tale of the Unknown Island,José Saramago/Peter Sís/Margaret Jull Costa,3.89,eng,64,242
772,Baltasar and Blimunda,José Saramago/Giovanni Pontiero,3.92,eng,346,284
773,The Cave,José Saramago/Margaret Jull Costa,3.84,eng,307,548
774,The Stone Raft,José Saramago/Giovanni Pontiero,3.8,en-US,292,30
775,The Year of the Death of Ricardo Reis,José Saramago/Giovanni Pontiero,4.02,eng,384,191
776,El hombre duplicado,José Saramago/Pilar del Río,3.89,spa,380,106
777,Ensayo sobre la lucidez,José Saramago/Pilar del Río,3.8,spa,461,124
778,La caverna,José Saramago/Pilar del Río,3.84,spa,441,69
779,The History of the Siege of Lisbon,José Saramago/Giovanni Pontiero,3.81,eng,314,62
780,Las intermitencias de la muerte,José Saramago/Pilar del Río,4,spa,274,306
781,The Treasured Writings of Kahlil Gibran,Kahlil Gibran,4.42,eng,902,45
782,The Prophet,Kahlil Gibran/جبران خليل جبران/Jihad El,4.23,eng,127,5418
783,A Tear and a Smile,Kahlil Gibran/جبران خليل جبران/H.M. Nahmad/Robert Hillyer,4.03,eng,228,104
784,On the Road,Jack Kerouac,3.63,eng,320,39
785,On the Road,Jack Kerouac/Ann Charters,3.63,eng,281,502
786,De Kooning: An American Master,Mark Stevens/Annalyn Swan,4.11,eng,732,105
787,Willem de Kooning: Late Paintings,Julie Sylvester/David Sylvester,5,eng,83,0
788,Aké: The Years of Childhood,Wole Soyinka,3.93,eng,230,90
789,Ready for Anything: 52 Productivity Principles for Getting Things Done,David    Allen,3.85,eng,165,178
790,The Facilitator's Book of Questions: Tools for Looking Together at Student and Teacher Work,David  Allen/Tina Blythe/Gene Thompson-Grove,4,eng,142,4
791,Sun Tzu and the Art of Business: Six Strategic Principles for Managers,Sun Tzu/Mark McNeilly,3.89,eng,272,13
792,Marketing Warfare,Al Ries/Jack Trout,4.11,eng,216,59
793,The Tipping Point: How Little Things Can Make a Big Difference,Malcolm Gladwell,3.97,eng,301,11898
794,Unleashing the Ideavirus: Stop Marketing AT People! Turn Your Ideas into Epidemics by Helping Your Customers Do the Marketing thing for You.,Seth Godin/Malcolm Gladwell,3.98,en-US,234,88
795,The Innovator's Dilemma: The Revolutionary Book that Will Change the Way You Do Business,Clayton M. Christensen/L.J. Ganser,3.99,eng,286,752
796,Great Expectations,Charles Dickens/David Trotter/Charlotte Mitchell,3.77,eng,512,668
797,Great Expectations: Authoritative Text  Backgrounds  Contexts  Criticism,Charles Dickens/Edgar Rosenberg,3.77,eng,776,38
798,Luther and Erasmus: Free Will and Salvation (Library of Christian Classics),Erasmus/Martin Luther/Philip S. Watson/E. Gordon Rupp,3.8,eng,364,13
799,To Kill a Mockingbird,Harper Lee,4.27,eng,323,898
800,To Kill a Mockingbird,Harper Lee/Sissy Spacek,4.27,eng,11,180
801,To Kill a Mockingbird,Harper Lee,4.27,en-US,323,34
802,The Wealthy Barber: Everyone's Common-Sense Guide to Becoming Financially Independent,David H. Chilton,4.02,eng,199,4
803,A Modest Proposal and Other Satirical Works,Jonathan Swift,4.05,eng,64,141
804,Gulliver's Travels / A Modest Proposal,Jonathan Swift/Jesse Gale,3.79,eng,416,50
805,Empire 2.0: A Modest Proposal for a United States of the West (Terra Nova),Xavier de C./Xavier de C./Joseph Rowe,4.67,eng,144,0
806,The Bostonians,Henry James/R.D. Gooder,3.59,eng,504,12
807,Novels 1896–1899: The Other House / The Spoils of Poynton / What Maisie Knew / The Awkward Age,Henry James/Myra Jehlen,4.28,eng,1035,4
808,Novels 1901–1902: The Sacred Fount / The Wings of the Dove,Henry James/Leo Bersani,4.63,eng,713,3
809,Complete Stories 1892–1898,Henry James/John Hollander/David Bromwich,4.22,eng,958,7
810,The Canterbury Tales,Geoffrey Chaucer/Nevill Coghill,3.49,eng,504,2365
811,The Canterbury Tales,Geoffrey Chaucer/David  Wright,3.49,eng,465,22
812,The Canterbury Tales (original-spelling edition),Geoffrey Chaucer/Jill Mann,3.49,enm,1254,59
813,Chaucer's Canterbury Tales (Selected): An Interlinear Translation,Geoffrey Chaucer/Vincent Foster Hopper,3.8,eng,530,5
814,Oxford Guides to Chaucer: The Canterbury Tales,Helen  Cooper,4.02,eng,456,4
815,Love Visions,Geoffrey Chaucer/Brian Stone,3.61,eng,272,6
816,Chaucer's Canterbury Tales,Geoffrey Chaucer,3.49,eng,383,5
817,The Riverside Chaucer,Geoffrey Chaucer/Larry Dean Benson/F.N. Robinson,4.18,enm,1327,152
818,The Portable Chaucer,Geoffrey Chaucer/Theodore Morrison,3.86,eng,611,8
819,Salt: A World History,Mark Kurlansky,3.74,eng,484,3012
820,Salt in His Shoes: Michael Jordan in Pursuit of a Dream,Deloris Jordan/Kadir Nelson/Roslyn M. Jordan,4.2,eng,32,173
821,The Book of Salt,Monique Truong,3.52,eng,261,629
822,Cities of Salt (مدن الملح #1),Abdul Rahman Munif/Peter Theroux,4.13,eng,627,105
823,The Years of Rice and Salt,Kim Stanley Robinson,3.73,eng,763,995
824,Illuminations: Essays and Reflections,Walter Benjamin/Hannah Arendt/Harry Zohn/Leon Wieseltier,4.29,eng,288,194
825,Saul Steinberg: Illuminations,Saul Steinberg/Joel Smith/Charles Simic,4.51,eng,288,5
826,Advanced Global Illumination,Philip Dutre,4.5,eng,366,2
827,Snow Falling On Cedars,David Guterson,3.83,eng,404,46
828,The Lost Boy (Dave Pelzer #2),Dave Pelzer,4.1,eng,331,2513
829,Real Boys: Rescuing Our Sons from the Myths of Boyhood,William S. Pollack/Mary Pipher,3.83,en-US,480,128
830,Microserfs,Douglas Coupland,3.88,eng,371,38
831,New Media Language,Jean Aitchison/Diana M. Lewis,3,eng,209,0
832,The Denial of Death,Ernest Becker/Sam Keen/Daniel Goleman,4.16,eng,336,635
833,A People's History of the United States,Howard Zinn,4.08,eng,729,4711
834,A People's History of the United States,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4.08,eng,619,3
835,A People's History of the United States: The Civil War to the Present,Howard Zinn/Kathy Emery/Ellen Gordon Reeves,4,eng,496,0
836,Graphic Design: A Concise History (World of Art),Richard Hollis,4,en-US,232,12
837,Immigrant Acts: On Asian American Cultural Politics,Lisa Lowe,4,eng,272,9
838,The Old Way of Seeing: How Architecture Lost Its Magic - And How to Get It Back,Jonathan Hale,3.92,eng,256,12
839,The Crying of Lot 49,Thomas Pynchon,3.69,eng,152,3332
840,E=mc²: A Biography of the World's Most Famous Equation,David Bodanis,4.09,eng,337,321
841,Passionate Minds,David Bodanis,4.1,en-US,373,112
842,Christian Mythmakers: C.S. Lewis  Madeleine L'Engle  J.R.R. Tolkien  George MacDonald  G.K. Chesterton  Charles Williams  Dante Alighieri  John Bunyan  Walter Wangerin  Robert Siegel  and Hannah Hurnard,Rolland Hein/Clyde S. Kilby,3.93,eng,303,18
843,A House Like a Lotus (O'Keefe Family  #3),Madeleine L'Engle,3.76,eng,307,163
844,The Rock That Is Higher: Story as Truth,Madeleine L'Engle,4.12,eng,320,48
845,The Glorious Impossible,Madeleine L'Engle/Giotto di Bondone,4.25,eng,64,38
846,A Full House: An Austin Family Christmas (Austin Family  #5.6),Madeleine L'Engle/Mary Chambers,3.98,eng,48,4
847,A Circle of Quiet (Crosswicks Journals #1),Madeleine L'Engle,4.21,en-CA,246,506
848,The Birth of Tragedy and Other Writings,Friedrich Nietzsche/Raymond Geuss/Ronald Speirs,4.04,eng,204,23
849,The Birth of Tragedy/The Genealogy of Morals,Friedrich Nietzsche/Francis Golffing,4.01,en-US,320,42
850,The Birth of Tragedy,Friedrich Nietzsche,3.98,eng,84,0
851,The Birth of Tragedy,Friedrich Nietzsche/Michael Tanner/Shaun Whiteside,3.98,en-US,160,301
852,Birth Of A Tragedy: Kashmir 1947,Alastair Lamb,4,eng,179,2
853,The Tragedy of Pudd'nhead Wilson/Those Extraordinary Twins,Mark Twain/David Lionel Smith/Sherley Anne Williams,3.79,eng,512,58
854,The Tragedy of Pudd'nhead Wilson,Mark Twain/Michael Prichard,3.79,eng,0,0
855,Bridge to Terabithia,Katherine Paterson/Donna Diamond,4,en-US,191,152
856,Literature Circle Guide: Bridge to Terabithia: Everything You Need For Successful Literature Circles That Get Kids Thinking  Talking  Writing—and Loving Literature,Tara MacCarthy,5,eng,32,1
857,Bread and Roses  Too,Katherine Paterson,3.76,eng,275,294
858,The Invisible Child,Katherine Paterson,4.27,eng,266,27
859,A Short History of Decay,Emil M. Cioran/Richard Howard,4.25,eng,186,99
860,Scholar of Decay (Ravenloft  #14),Tanya Huff,3.46,eng,313,1
861,Girl with a Pearl Earring,Tracy Chevalier,3.88,eng,233,127
862,The Golden Tulip,Rosalind Laker,3.94,eng,585,4
863,Burning Bright,Tracy Chevalier,3.36,eng,320,1113
864,Falling Angels,Tracy Chevalier,3.58,eng,336,1214
865,The Virgin Blue,Tracy Chevalier,3.66,eng,304,1588
866,Wenn Engel fallen,Tracy Chevalier,3.58,ger,384,1
867,Tom Hunter: Living in Hell and Other Stories,Tom Hunter/Tracy Chevalier/Colin Wiggins,3.64,en-GB,80,0
868,Bleach  Volume 15,Tite Kubo,4.42,eng,208,76
869,Bleach  Volume 01,Tite Kubo,4.22,eng,200,1063
870,Bleach  Volume 14,Tite Kubo,4.38,eng,208,79
871,Bleach  Volume 11,Tite Kubo,4.36,eng,208,84
872,Bleach  Volume 12,Tite Kubo,4.36,eng,208,86
873,DEATH NOTE デスノート 1,Tsugumi Ohba/Takeshi Obata/大場 つぐみ/小畑 健,4.43,jpn,195,38
874,Death Note  Vol. 4: 恋心 (Death Note  #4),Tsugumi Ohba/Takeshi Obata,4.39,jpn,204,13
875,Death Note  Vol. 3: 激走 (Death Note  #3),Tsugumi Ohba/Takeshi Obata,4.43,jpn,194,11
876,Love Artist (Harlequin Romance #2860),Valerie Parv,3.25,eng,187,1
877,Perfume: The Story of a Murderer,Patrick Süskind/John E. Woods,4.02,eng,255,191
878,Das Parfum. Die Geschichte eines Mörders,Patrick Süskind,4.02,ger,321,343
879,Three Stories and a Reflection,Patrick Süskind,3.57,eng,128,3
880,The Pigeon,Patrick Süskind,3.68,eng,77,423
881,The Story of Mr Sommer,Patrick Süskind/Jean-Jacques Sempé,3.84,eng,128,104
882,Bleach―ブリーチ― 1 [Burīchi 1] (Bleach  #1),Tite Kubo,4.22,jpn,189,3
883,Bleach  Tome 1: The Death and the Strawberry,Tite Kubo,4.22,fre,192,4
884,Escape from Fire Mountain (World of Adventure  #3),Gary Paulsen/Steve Chorney,3.67,eng,80,17
885,How Angel Peterson Got His Name,Gary Paulsen,3.93,eng,111,218
886,Tucket's Travels: Francis Tucket's Adventures In The West  1847-1849 (The Tucket Adventures  #1-5),Gary Paulsen,4.44,en-US,560,46
887,Chicago Blues: The City and the Music,Mike  Rowe/Ronald Radano,3.92,eng,226,2
888,Winterdance: The Fine Madness of Running the Iditarod,Gary Paulsen,4.26,eng,272,830
889,Brian's Winter,Gary Paulsen,4.01,en-US,133,12
890,Robinson Crusoe (Robinson Crusoe #1),Daniel Defoe/Virginia Woolf,3.67,eng,320,4131
891,Robinson Crusoe,Daniel Defoe/John J. Richetti,3.67,eng,286,142
892,Robinson Crusoe,Daniel Defoe/Michael Shinagel,3.67,en-US,436,63
893,Robinson Crusoe,Daniel Defoe/Avi,3.67,eng,482,32
894,Robinson Crusoe,Daniel Defoe,3.67,eng,288,18
895,A General History of the Pyrates,Daniel Defoe/Manuel Schonhorn/Charles   Johnson,3.72,eng,733,36
896,Huck Finn & Tom Sawyer among the Indians & Other Unfinished Stories (Mark Twain Library),Mark Twain/Paul Baender/Dahlia Armon/Walter Blair,3.85,eng,389,0
